172,141,132,0
173,140,136,0
176,150,151,0
177,151,140,0
178,148,149,0
179,149,142,0
182,154,145,0
183,188,175,0
184,175,169,0
185,169,148,0
186,171,150,0
188,178,163,0
189,163,154,0
190,181,164,0
191,164,155,0
192,329,327,0
193,327,313,0
194,313,310,0
195,310,307,0
196,307,287,0
197,287,271,0
198,271,265,0
199,265,186,0
200,186,180,0
201,180,177,0
202,177,172,0
203,172,166,0
204,166,156,0
205,156,157,0
206,157,174,0
207,174,159,0
208,159,160,0
209,160,165,0
210,165,170,0
211,170,158,0
220,173,168,0
221,168,167,0
222,188,167,0
223,227,216,0
224,216,170,0
225,173,171,0
226,223,204,0
227,204,195,0
228,195,184,0
229,184,171,0
230,199,191,0
231,191,173,0
232,246,231,0
233,231,200,0
234,200,193,0
235,193,174,0
236,197,178,0
237,197,189,0
238,189,183,0
239,183,181,0
240,252,235,0
241,235,219,0
242,219,210,0
243,210,203,0
244,203,181,0
245,194,188,0
246,202,196,0
247,196,192,0
250,212,213,0
251,213,206,0
252,206,194,0
253,202,194,0
254,241,234,0
255,234,209,0
256,209,197,0
259,220,211,0
260,211,205,0
261,205,199,0
262,214,202,0
263,241,244,0
264,244,238,0
265,238,224,0
266,224,217,0
267,217,207,0
268,214,207,0
269,220,218,0
270,218,212,0
271,264,249,0
272,249,222,0
273,222,214,0
274,223,243,0
275,243,247,0
276,247,226,0
277,226,220,0
278,228,223,0
279,227,229,0
280,229,225,0
281,225,228,0
282,246,240,0
283,240,232,0
284,232,227,0
285,270,268,0
286,268,260,0
287,260,242,0
288,242,228,0
289,253,251,0
290,251,248,0
291,248,239,0
292,254,241,0
293,270,272,0
294,272,269,0
295,269,266,0
296,266,259,0
297,259,256,0
298,256,250,0
299,250,246,0
300,254,255,0
301,255,252,0
302,253,252,0
303,296,292,0
304,292,263,0
305,263,253,0
306,262,258,0
307,258,257,0
308,257,254,0
311,296,304,0
312,304,303,0
313,303,301,0
314,301,262,0
315,274,273,0
316,273,267,0
317,267,264,0
318,323,322,0
319,322,316,0
320,316,309,0
321,309,305,0
322,305,298,0
323,298,295,0
324,295,279,0
325,279,278,0
326,278,277,0
327,277,283,0
328,283,289,0
329,289,290,0
330,290,285,0
331,285,275,0
332,275,270,0
333,314,297,0
334,297,294,0
335,294,293,0
336,293,286,0
337,286,276,0
338,276,274,0
339,308,306,0
340,306,280,0
341,280,274,0
342,342,340,0
343,340,335,0
344,335,330,0
345,330,328,0
346,328,299,0
347,299,288,0
348,288,282,0
349,282,281,0
350,281,284,0
351,284,291,0
352,291,302,0
353,302,311,0
354,311,319,0
355,319,321,0
356,321,325,0
357,325,329,0
358,318,300,0
359,300,296,0
360,314,315,0
361,315,308,0
362,359,357,0
363,357,336,0
364,336,312,0
365,312,308,0
366,323,324,0
367,324,320,0
368,320,317,0
369,317,314,0
370,347,350,0
371,350,346,0
372,346,326,0
373,326,323,0
374,343,341,0
375,341,329,0
376,347,337,0
377,337,334,0
378,334,332,0
379,332,331,0
380,331,333,0
381,333,339,0
382,339,345,0
383,343,338,0
384,366,360,0
385,360,348,0
386,348,342,0
387,345,344,0
388,344,342,0
389,369,371,0
390,371,376,0
391,376,382,0
392,382,381,0
393,381,378,0
394,378,375,0
395,375,372,0
396,372,370,0
397,370,368,0
398,368,364,0
399,364,358,0
400,358,352,0
401,352,343,0
402,347,353,0
403,353,349,0
404,349,351,0
405,351,355,0
406,355,356,0
407,356,354,0
408,354,345,0
409,397,387,0
410,387,386,0
411,386,383,0
412,383,367,0
413,367,361,0
414,361,359,0
415,385,379,0
416,379,362,0
417,362,359,0
418,366,365,0
419,365,363,0
420,369,366,0
421,403,412,0
422,412,413,0
423,413,411,0
424,411,402,0
425,402,400,0
426,400,394,0
427,394,391,0
428,391,392,0
429,392,390,0
430,390,384,0
431,384,380,0
432,380,377,0
433,377,374,0
434,374,373,0
435,373,369,0
436,397,389,0
437,389,385,0
438,395,393,0
439,393,388,0
440,388,385,0
441,398,406,0
442,406,407,0
443,407,405,0
444,405,399,0
445,399,395,0
446,403,414,0
447,414,415,0
448,415,416,0
449,416,410,0
450,410,409,0
451,409,408,0
452,408,404,0
453,404,401,0
454,401,396,0
455,396,395,0
456,403,398,0
457,142,145,0
458,397,398,0
459,100,101,0
460,123,125,0
